Datum,Meldung
2021-06-25,CfP: Zeitschrift Frauen und Film. Räume (Einreichungen bis 01.09.2021)
2021-06-25,"CfP: Konferenz The Magic Lantern in Leisure, Entertainment and Popular Culture (Antwerpen, 05.05.-07.05.2022, Einreichungen bis 01.10.2021)"
2021-06-25,"Veranstaltung: Jahrestagung der AG Auditive Medienkulturen und Sound Studies – The Sound of Sound Studies (Lüneburg, 08.07.-10.07.2021)"
2021-06-25,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in (TV-L 13) am Institut für Neuere Deutsche Literatur und Medien (Kiel, ab 01.10.2021, Bewerbungsschluss: 07.07.2021)"
2021-06-25,"Veranstaltung: Konferenz Assistance, Assistants and Assistive Media. Barriers and Interfaces of Digital Cultures (Online, 01.07.-03.07.2021)"
2021-06-25,"Stellenausschreibung: Professur (w/m/d) für das Fachgebiet Kommunikations- und Medienwissenschaft mit dem Schwerpunkt Methodeninnovation (Bremen, ab sofort, Bewerbungsschluss: 30.07.2021)"
2021-06-25,"Veranstaltung: Zoom-Tagung Von der Anekdote zum Hashtag. Perspektiven auf die politische Kommunikation kleiner (literarischer) Formen (Basel/Online, 25.06.-26.06.2021)"
2021-07-02,"Programm der GfM-Jahrestagung Wissensökologie, Innsbruck 2021 (22.09.-25.09.2021, Anmeldung bis 15.08.2021)"
2021-07-02,"Veranstaltung: Konferenz Arbeit von übermorgen – zwischen Science und Fiction (Karlsruhe, 17.09.-18.09.2021)"
2021-07-02,"Veranstaltung: Summer School Digital Archives (Potsdam/online, 06.09.-10.09.2021, Anmeldefrist: 12.07.2021)"
2021-07-02,"Stellenausschreibung: Vier Stellen als wissenschaftliche Mitarbeiter*innen im Bereich inklusiv-digitaler Sprachenbildung (Flensburg, ab 01.08.2021, Bewerbungsschluss 15.07.2021)"
2021-07-02,"Stellenausschreibung: Assistant Professorship in Media, Arts & Society (1.0 FTE) (Utrecht, ab 01.01.2022, Bewerbungsschluss: 15.08.2021)"
2021-07-02,"Stellenausschreibung: Assistant Professor in Digital Literacy and Digital Methods for Media Studies (1.0 FTE) (Utrecht, ab 01.11.2021, Bewerbungsschluss: 15.08.2021)"
2021-07-02,"Stellenausschreibung: Lehrkraft für besondere Aufgaben an der Professur für Medi-enwissenschaft und Neuere Deutsche Literatur (Dresden, ab 01.10.2021, Bewerbungsschluss: 20.07.2021)"
2021-07-09,"Veranstaltung: 11. DGÄ-Kongress Ästhetik und Erkenntnis (Online, 13.07.-15.07.2021)"
2021-07-09,"Stellenausschreibung: Unterstützung von Forschung und forschungsgeleiteter Lehre mittels digitaler Medien VwGr. IIIa (Chiffre POSO-12014) (Innsbruck, ab 15.09.2021, Bewerbungsschluss: 14.07.2021)"
2021-07-09,"Stellenausschreibung: Wissenschaftliche Hilfskraft am Institut für Medienwissenschaft (Marburg, ab 01.10.2021, Bewerbungsschluss: 06.08.2021)"
2021-07-09,"Veranstaltung: Internationaler Workshop Wiederaufnahme der Avantgarden: Fokus Stadt (Online, 15.07-16.07.2021)"
2021-07-09,"Veranstaltung/CfP: Jahrestagung (Culture Community Plenary) der NFDI4Culture (Mainz, 17.11.-19.11.2021, Einreichungen bis 08.09.2021)"
2021-07-16,Stellenausschreibung: Juniorprofessur (m/w/d) für Ethik der Digitalisierung
2021-07-16,"CfP: Workshop Der Osten im Westen. Deutschsprachige Autorinnen und Autoren aus dem östlichen Europa im Rundfunk nach 1945 (Frankfurt, 22.03.-23.03.2022, Einreichungen bis 15.12.2021)"
2021-07-16,"Stellenausschreibung: W2-Professur für Zeitgenössische Kunst und Digitale Bild-kulturen (Bonn, ab sofort, Bewerbungsschluss: 30.09.2021)"
2021-07-16,"Veranstaltung: Workshop Geo-scapes: Medializing the Earth (Weimar/Online, 14.09.-15.09.2021)"
2021-07-16,"Stellenausschreibung: Senior Lecturer ohne Doktorat (w/m/d) am Institut für Medien- und Kommunikationswissenschaft (Klagenfurt, ab 01.10.2021, Bewerbungsschluss: 28.07.2021)"
2021-07-23,CfP: Call for Papers for a 2022 volume with Bloomsbury Press: Incomputable Earth - Digital Technologies and the Anthropocene (Einreichungen bis 15.11.2021)
2021-07-23,"CfP: Symposium and Film Program Marcel Broodthaers and Cinema: Filmic Poems, Moving Scripts (Brüssel, 07.01.-08.01.2022, Einreichungen bis 30.09.2021)"
2021-07-23,"Veranstaltung: Workshopangebote des Arbeitskreises Gewaltprävention Online (Forum Antirassismus in der Medienwissenschaft), gefördert durch die Gesellschaft für Medienwissenschaft"
2021-07-23,"Veranstaltung: Internationale Tagung Medien - Wissen - Bildung: Ökologische Krisen und Ökologien der Kritik – Preconference zur GfM-Jahrestagung (Innsbruck, 21.09.-22.09.2021)"
2021-07-23,CfP: Best Publication Award Gender & Medien 2021 (Einreichungen bis 31.07.2021)
2021-07-23,"Veranstaltung: International Online Symposium SOCIAL IMPACT of audiovisual media (Online, 13.08.-14.08.2021)"
2021-07-30,"Stellenausschreibung: Qualifikationsprofessur (W1 mit Tenure Track nach W2) für Medienwissenschaft (Marburg, ab sofort, Bewerbungsschluss: 20.08.2021)"
2021-07-30,"Veranstaltung: Virtual Summer Academy „Media Philology“ 2021 (Online, 24.08.-26.08.2021)"
2021-07-30,"CfP: Interdisziplinärer Workshop Rape and Revenge. Rache-Kulturen und sexualisierte Gewalt in intermedialer Perspektive (Hamburg, 10.03.-12.03.2022, Einreichungen bis 31.08.2021)"
2021-07-30,"Stellenausschreibung: Referent*in Online-Lehre / Instructional Design (m/w/d) in Teilzeit (25–30 Std. / Woche) (Köln, ab sofort, befristet bis 28.02.2023, Bewerbungsschluss: 15.08.2021)"
2021-08-06,"Veranstaltung: Tagung Horror – Medien – Räume (Erlangen-Nürnberg/online, 30.09.-02.10.2021)"
2021-08-06,"Stellenausschreibung: Doktorand:in (w/m/d) im Bereich Kolonialismus im Video Gaming (Bremen, ab sofort, Bewerbungsschluss: 09.09.2021)"
2021-08-06,"Stellenausschreibung: Doktorand:in (w/m/d) im Lab Audio-visuelle Medien und Geschichtsschreibung (Bremen, ab sofort, Bewerbungsschluss: 09.09.2021)"
2021-08-06,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in (m/w/d) in der Fachgruppe Medienwissenschaft (Bayreuth, ab 01.10.2021, Bewerbungsschluss: 23.08.2021)"
2021-08-06,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in (m/w/d) (E 13 TV-L, 50%) am Lehrstuhl für Digitale und Audiovisuelle Medien (Bayreuth, ab 01.10.2021, Bewerbungsschluss: 30.08.2021)"
2021-08-13,"Veranstaltung: Workshop Fernsehen und Klassenfragen der AG Fernsehen der Gesellschaft für Medienwissenschaft (Siegen, 26.08.-27.08.2021, Anmeldung bis 20.08.2021)"
2021-08-13,"Erinnerung: GfM-Jahrestagung Wissensökologie und Mitgliederversammlung (Innsbruck, 22.09.-25.09.2021, Registrierung bis spätestens 05.09.2021)"
2021-08-13,"CfP: Kritik der Relationen aus medienanthropologischer Perspektive (Weimar, 09.02.-11.02.2022, Einreichungen bis 24.10.2021)"
2021-08-20,"Stellenausschreibung: Akademische*r Mitarbeiter*in (Teilzeit 2/3, bis E13 TV-L) im Masterstudiengang Filmkulturerbe (Potsdam, ab 01.12.2021, Bewerbungsschluss: 08.09.2021)"
2021-08-20,"Stellenausschreibung: Kurator*in/wiss. Mitarbeiter*in Kunst und Öffentlichkeit (m/w/d) an der Kunsthochschule Mainz (Mainz, Bewerbungsschluss: 12.09.2021)"
2021-08-20,Erinnerung: GfM-Jahrestagung Wissensökologie
2021-08-20,"CfP: Symposium Grünes Kino. Beziehungen von Film und Ökologie (Bremen, 18.05.-21.05.2022, Einreichungen bis 16.10.2021)"
2021-08-20,"Veranstaltung: Workshopangebote des Arbeitskreises Gewaltprävention Online (Forum Antirassismus in der Medienwissenschaft), gefördert durch die Gesellschaft für Medienwissenschaft"
2021-08-20,"Veranstaltung: Online-Tagung 20 Jahre FDZ (Online/Bamberg, 30.09.2021)"
2021-08-20,"Veranstaltung: 3rd Network Meeting Dis-/abilities and Digital Media Access and Tinkering: Designing Assistive Technologies as Political Practice (Online, 16.09.-17.09-2021)"
2021-08-20,"Veranstaltung: Symposia After the Archive und Recht auf Öffentlichkeit II. Die Zukunft der TV-Archive im Rahmen von ARCHIVAL ASSEMBLY #1 (Berlin, 02.09.2021 und 05.09.2021)"
2021-08-20,"CfP: Russisch-deutsches Online-Nachwuchsforum für Studierende und Doktorand:in-nen Akustisches Gedächtnis. Klang, Musik und Wissen im Kontext der Avantgarde in Russland und Deutschland im 20. Jahrhundert (Online, 4.11.– 5.11.2021, Einreichungsfrist: 27.09.2021)"
2021-08-27,"Veranstaltung: GEI-Jahrestagung Was leisten wir (uns) in der Schule? (Online, 02.09.-03.09.2021, Anmeldung bis 02.09.2021)"
2021-08-27,"Stellenausschreibung: Wissenschaftlichen Redaktionsleitung (m/w/d) “MEDIENwis-senschaft: Rezensionen/Reviews“ (Wissenschaftliche/r Mitarbeiter/in) (Marburg, ab 01.10.2021, Bewerbungsschluss: 05.09.2021)"
2021-08-27,"Stellenausschreibung: Koordinator*in (m/w/d) für Experimentallabor für Wissenschaftskommunikation (Berlin, ab Januar 2022, Bewerbungsschluss 08.09.2021)"
2021-08-27,"Stellenausschreibung: Film- oder Fernsehwissenschaftliche/r Mitarbeiter/in (m/w/d) in Vollzeit (100%) (Mainz, ab 01.10.2021, Bewerbungsschluss: 09.09.2021)"
2021-08-27,"Stellenausschreibung: Wissenschaftliche Mitarbeiterin / wissenschaftlicher Mitarbeiter mit dem Schwerpunkt Informatik / Informationstechnik (IT) (d/m/w) (Entgeltgruppe 13 TV-L, 100 % bzw. 50 %) (Flensburg, ab 01.08.2021, Bewerbungsschluss: 10.09.2021)"
2021-09-03,Umfrage: Open access publishing in communication/media studies and linguistics
2021-09-03,"Veranstaltung: Tagung Electrified! Musiktechnologien und Medien im 20. und 21. Jahrhundert (Freiburg, 07.10.-09.10.2021)"
2021-09-03,"Veranstaltung: Interdisziplinäre Tagung Netzwerke im Kulturtransfer (Online, 30.09.-01.10.2021)"
2021-09-03,"Veranstaltung: Symposium Race, Class, Gender & Beyond – Intersektionale Ansätze der Comicforschung (Hannover, 20.10.-22.10.2021)"
2021-09-03,"Veranstaltung: Hybrid-Tagung Kunst & Film: Das immersive Bild (Online/Regensburg, 16.09.-18.09.2021)"
2021-09-03,"Veranstaltung: Online-Konferenz Netzliteraturwissenschaft: Was wissen wir? Wie wissen wir? Was wollen wir wissen? (Online, 06.09.-08.09.2021)"
2021-09-03,"Veranstaltung: Konferenz: Arbeit von übermorgen – zwischen Science und Fiction (Karlsruhe, 17.09.-18.09.2021, Anmeldung ab sofort)"
2021-09-03,"Veranstaltung: Vortragsreihe & Diskussionsrunde des Projekts Erkenntnis bilden. Videografisch-essayistische Forschung als Erkenntnisinstrument (Online, 14.09.-16.09. + 17.09.2021, Anmeldung bis 12.09.2021)"
2021-09-03,"CfP: Diskussions-Workshop Queere/Queertheoretische Perspektiven in der Medienpädagogik und Kommunikationswissenschaft (Köln, 03.12.2021, Einreichungen bis 01.10.2021)"
2021-09-03,"Erinnerung: GfM-Jahrestagung Wissensökologie (Innsbruck, 22.09.-25.09.2021, Registrierung bis spätestens 05.09.2021)"
2021-09-03,CfP: Themenheft der Zeitschrift TMG Journal of Media History The Educational Dispositif (Einreichungen bis 01.10.2021)
2021-09-03,"Stellenausschreibung: W2-Professur Data Analytics und audiovisuelle Medien (Potsdam, ab 01.10.2022, Bewerbungsschluss: 03.10.2021)"
2021-09-03,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in (w/m/d, 75 %) am Reallabor „Future Democracies“ (Karlsruhe, ab 15.09.2021)"
2021-09-03,"Veranstaltung: Tagung Recht als Kulturtechnik / Kulturtechniken des Rechts (Online/Tübingen, 15.09.-17.09.2021, Anmeldungen bis 06.09.2021)"
2021-09-03,"CfP: Conference and edited volume Artificial intelligence and the human – Cross-cultural perspectives on science and fiction (Berlin, neuer Termin: 12.05.-13.05.2022, Einreichungen bis 20.09.2021)"
2021-09-10,"Veranstaltung: Konferenz Notions of Jihad Reconsidered: Perspectives on Media, Materiality, and Political Violence (Online/Mainz/Mannheim, 08.10.-10.10.2021)"
2021-09-10,"Stellenausschreibung: Drei NOMIS Postdoctoral Fellowships bei eikones (Basel, ab 01.09.2022, Bewerbungsschluss: 18.10.2021)"
2021-09-10,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in (m/w/d) (Post-Doc, E 13 TV-G-U) im Graduiertenkolleg &quot;Konfigurationen des Films&quot; (Frankfurt am Main, ab 01.12.2021, Bewerbungsschluss: 30.09.2021)"
2021-09-10,"CfP: Conference and edited volume Artificial intelligence and the human – Cross-cultural perspectives on science and fiction - Ergänzung (Berlin, 12.05.-13.05.2022, Einreichungen bis 20.09.2021)"
2021-09-10,"CfP: Symposium Bewegtbilder 2022 (Kiel, 23.06.-24.06.2022, Einreichungen bis 01.12.2021)"
2021-09-10,"Veranstaltung: Online-Symposium Monopole im medienindustriellen Komplex? Verwertungsgesellschaften gestern, heute, morgen (Online, 24.09.2021)"
2021-09-17,Veranstaltung: Workshop On Future-Making - Undoing Predictive Algorithms
2021-09-17,"Veranstaltung: Tagung Musikvideos und Transkulturalität: Manifestationen sozialer Utopie? (Düsseldorf, 29.09.-01.10.2021)"
2021-09-17,Call for Articles: Sammelband Film als Quelle und Historiofotie. An den Schnittstellen der audiovisuellen Erinnerungskultur (AT)
2021-09-24,"Veranstaltung: Workshop „Das wird man ja wohl noch sagen dürfen…“ – Umgang mit Hassrede und rechter Hetze im akademischen Kontext (Online, 08.10.2021)"
2021-09-24,"Stellenausschreibung: Sechs Postdoc-Stellen (m/w/d) bei INTERACT! Neue Formen sozialer Interaktion mit intelligenten Systemen (Bochum, ab 01.11.2021, Bewerbungsschluss: 10.10.2021)"
2021-09-24,"CfP: Zoom-Workshop Utopie Universität. Eine Ideensammlung (Online, 04.12.2021, Einreichungen bis 31.10.2021)"
2021-09-24,"Veranstaltung: Workshop Selfie-Forschung und ihre interdisziplinären Fragestellungen, Methoden und Ergebnisse (München, 07.-08.10.2021, Anmeldung bis 28.09.2021)"
2021-09-24,"Veranstaltung: 20 Jahre FDZ. Wissenschaftlichen Tagung anlässlich des 20. Jubiläums der Gründung des ersten Forschungsdatenzentrums in Deutschland (Online, 30.09.2021)"
2021-10-01,"Veranstaltung: Tagung Instrumentenforschung 2.0 (Halle-Wittenberg, 12.11.-14.11.2021)"
2021-10-01,"Veranstaltung: Vortragsreihe Medienanthropologie (Online/Weimar, 28.10.2021-03.02.2022)"
2021-10-01,"Veranstaltung: Lecture/Artist-Talk/Sound-Performance Sonotopien – Klang und Raum in der elektroakustischen Musik. Eine Veranstaltung im Rahmen des Sound Cinema Düs-seldorf 2021 (Düsseldorf, 09.10.2021)"
2021-10-01,"Stellenausschreibung: 2 Kurzzeitstipendien im Rahmen des DFG-Sonderforschungsbereichs 1187 „Medien der Kooperation“ (Siegen, ab 01.01.2022)"
2021-10-01,"Stellenausschreibung: Universitätsprofessur für Filmwissenschaft (W3) (Berlin, Bewerbungsschluss: 28.10.2021)"
2021-10-01,"Stellenausschreibung: 8 Promotionsstipendien und bis zu 6 praxis- und berufsfeldbezogene Promotionsstipendien an der a.r.t.e.s. Graduate School for the Humanities (Köln, ab 01.04.2022, Bewerbungsschluss: 22.10.2021)"
2021-10-15,"Veranstaltung: Tagung Places to POP - Urbane Netzwerke als Katalysator künstlerischer Innovation - Citizen Science meets #KultOrtDUS (Düsseldorf, 22.10.2021)"
2021-10-15,Veranstaltung: Symposium und Ausstellung Ankommen – Ohne Worte. Variationen und Reflexionen über „The Arrival“ (Online 22.-23.10.2021 & Hamburg 22.10.-22.11.2021)
2021-10-15,"Stellenausschreibung: Promotionsstelle Science and Technology Studies (Oslo, Bewerbungsschluss: 01.11.2021)"
2021-10-15,"Veranstaltung: Jahrestagung Die Unwahrscheinlichkeit des Populären (Siegen & Online, 04.11.-05.11.2021)"
2021-10-15,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in (Bonn, ab dem nächstmöglichen Zeitpunkt, Bewerbungsschluss: 19.11.2021)"
2021-10-15,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in (Tübingen, ab 01.03.2022, Bewerbungsschluss: 14.11.2021)"
2021-10-15,"Stellenausschreibung: W2-Professur für Dramaturgie mit dem Schwerpunkt Medien / Intermedialität (Leipzig, ab SoSe 2023, Bewerbungsschluss: 09.01.2022"
2021-10-15,"Veranstaltung: Konferenz Digitaler Studientag Bildredaktion (Online, 19.11.2021)"
2021-10-15,"Veranstaltung: Konferenz Mobile Studies Congress - Innovative Planet: Go Mobile - Stay Sustainable (Online, 12.11.2021)"
2021-10-15,"Veranstaltung: Kongress Westwärts. Osteuropäische Filmschaffende in Westeuropa (Hamburg & online, 18.-21.11.2021)"
2021-10-15,"Veranstaltung: Animation & Politics in a Globalized World (Online, 28.-29.10.2021)  Veranstaltung: Veranstaltungsreihe The Damaged Planet – Solidarität mit unserem verletzten Planeten (Online & Köln, ab Wintersemester 2021/22)"
2021-10-15,"CfP: Online Diskussionsforum Comics-Exchange: Antifaschismus & Comics (Online, 03.12.2021, Einreichungen bis 24.10.2021)"
2021-10-15,"CfP: Jahrestagung der AG Medienphilosophie Denken des Dazwischen, Poetik des Medialen (Hamburg, 11.-12.04.2022, Einreichungen bis 14.11.2021)"
2021-10-15,"CfP: Jahrestagung des DFG-Graduiertenkollegs: Das Dokumentarische Exzess und Entzug (Bochum, 05.-07.05.2022, Einreichungen bis 15.11.2021)"
2021-10-15,"CfP: 3. Tagung des Netzwerks Qualitative Methoden Theorien in der qualitativen Forschung (Berlin, 12.-13.05.2022, Einreichungen bis 15.01.2022)"
2021-10-15,"CfP: Kooperative Tagung der AG „Interfaces“, der AG „Auditive Kultur und Sound Studies“ sowie der AG „Medienwissenschaft und Dis/Ability Studies“ der Gesellschaft für Medienwissenschaft (GfM) Akustische Interfaces (Berlin, 04.-06.05.2022, Einreichungen bis 15.01.2022)"
2021-10-15,CfP: Mass Media and the Performance of War (1853-1918) a special themed issue of Early Popular Visual Culture (December 2022) (Einreichungen bis 30.11.2021)
2021-10-15,CfP: Jacques Derrida & Cinema studies (Einreichungen bis 31.12.2021)
2021-10-15,"Stellenausschreibung: Postdoktorand*in AI and Visual Culture (Tübingen, ab sofort, Bewerbungsschluss: 07.11.2021)"
2021-10-15,"Veranstaltung: Konferenz Making Sense of Data, Media and Dis/Unities of Learning Practices (Online, 25.–29.10.2021)"
2021-10-15,"Stellenausschreibung: Zwei Promotionsstellen (Antwerpen, ab 01.02.2022, Bewerbungsschluss: 15.11.2021)"
2021-10-15,"Stellenausschreibung: Vier Promotionsstellen und eine Postdoc-Stelle Knowing Vaccines: Policies, Practices, People (Hamburg, Bewerbungsschluss: 22.10.2021)"
2021-10-22,"Stellenausschreibung: Studiengangskoordination Transkulturelle Europastudien (Flensburg, ab sofort, Bewerbungsschluss: 12.11.2021)"
2021-10-22,"Veranstaltung: Ringvorlesung Digital documentary practices. Topical paradigm shifts in negotiating &#39;the Real&#39; (Online, mittwochs, 16.00 Uhr)"
2021-10-22,"Veranstaltung: Kolloquium »Experimentelle Klangforschung«: »Stream me Up!«.(Online, dienstags, 18.00Uhr)"
2021-10-22,"Stellenausschreibung: 2 Promotionsstellen Exhibiting Film: Challenges of Format (Zürich, ab 01.02.2022, Bewerbungsschluss: 20.11.2021)"
2021-10-22,"Veranstaltung: Kolloquium Medien/Denken (Online, dienstags und donnerstags, 18.00Uhr)"
2021-10-22,"Veranstaltung: Kurzvorträge Buchpräsentationen des ZeM  (Potsdam, 29.10.2021)"
2021-10-22,CfP: Open Access Volume Postdigital Participation in Education. Who participates how in contemporary media constellations? (Einreichungen bis 15.01.2022)
2021-10-22,"CfP: Konferenz Globalizing Screenwriting (Wien, 22.-24.09.2022, Einreichungen bis 15.12.2021)"
2021-10-22,"Veranstaltung: Ringvorlesung Das Dokumentarische IV: Projekte & Begriffe (Online, donnerstags, 10.00-12.00 Uhr)"
2021-10-22,"Veranstaltung: Ringvorlesung Politische Ästhetik (Online, mittwochs, 18:15-19:45 Uhr)"
2021-10-22,"Stellenausschreibung: Wissenschaftliche Hilfskraft (Marburg, ab 01.02.2022, Bewerbungsschluss: 05.11.2021)"
2021-10-22,CfP: Issue 01/2023 of Digital Culture and Society: Taming digital practices – On the domestication of data-driven technologies (Einreichungen bis 15.11.2021)
2021-10-22,CfP: Navigationen. Zeitschrift für Medien- und Kulturwissenschaften 2/2022: Unfälle. Kulturen und Medien der Akzidenz. (Einreichungen bis 30.11.2021)
2021-10-29,"Veranstaltung: Workshop Ambivalenzen engagierter Kunst (Mainz, 12.-13.11.2021)"
2021-10-29,"Veranstaltung: Kongress Zukunftsmusik – Film und Musik für die Welt von morgen (Halle/Saale, 05.-06.11.2021 & 18.-19.11.2021)"
2021-10-29,"Veranstaltung: Jahrestagung Das Drehbuch als... Aktuelle Forschungsdiskurse zum Drehbuch zwischen Funktionstext und Literatur  (Hannover, 12.-13.11.2021)"
2021-10-29,"Veranstaltung: Workshop Abschied vom Außen revisited – Erbe/ Erde. Eine anmaßende Erörterung. (Freiburg, 06.11.2021)"
2021-10-29,"CfP: Ingmar Bergman out of focus. Translations, Receptions & Interpretations (Örebro, 29.-30.04.2022, Einreichungen bis 01.12.2021)"
2021-10-29,"Stellenausschreibung: Postdoc am Institut für Medienwissenschaft (Bochum, ab 01.01.2022, Bewerbungsschluss: 22.11.2021)"
2021-10-29,"Veranstaltung: Vortragsreihe Medienhaus Lectures 2021: Performance. Performance? Performance! (Berlin & online, 17.-18.11.2021)"
2021-11-05,"Veranstaltung: Konferenz Re-Thinking/Re-Configuring Participation. Neue Formen von Inklusion und Exklusion in der wissenschaftlichen Wissensproduktion (Online, 18.-19.11.2021)"
2021-11-05,"Veranstaltung:Comics-Exchange Antifaschismus & Comics (Online, 03.12.21 & 14.01.22)"
2021-11-05,"CfP: 35. Film- und Medienwissenschaftliches Kolloquium (FFK) (Wien, 31.03.-02.04.2022, Einreichungen bis 21.12.2021)"
2021-11-05,CfP: VIEW Issue 23: Curation and Appropriation of Digital European Heritage(Einreichungen bis 14.01.2022)
2021-11-05,"CfP: STS-hub.de 2022 Invitation for STS networks, associations, and organisations (Einreichungen bis 15.11.2022)"
2021-11-05,"Veranstaltung: Konferenz Fck for Future – zur Lage des Sexuellen im Film (Berlin, 11.-13.11.2021)"
2021-11-05,"Stellenausschreibung: 2 Post-Doc-Stellen im DFG-Graduiertenkolleg „Medienanthropologie“ (Weimar, ab 01.04.2022, Bewerbungsschluss: 15.12.2021)"
2021-11-05,"Stellenausschreibung: Post-Doc-Stelle im DFG-Projekt „Visuelle Bildung“ (Hamburg, ab 01.04.2022, Bewerbungsschluss: 19.11.2021)"
2021-11-12,"Stellenausschreibung: W1 t.t. W2 Juniorprofessur für Kommunikationswissenschaft mit Schwerpunkt Medien und Musik. (Hannover, zum nächstmöglichen Zeitpunkt, Bewerbungsschluss: 26.11.2021)"
2021-11-12,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in im Projekt „Lehr- und Forschungsinfrastruktur für Digitale Künste an Hochschulen“ (Krems, Bewerbungsschluss: 21.11.2021)"
2021-11-12,"Stellenausschreibung: Promotionsstelle im Bereich Mediennutzung / Pioniergemeinschaften / Automatisierung von Kommunikation (Bremen, zum nächstmöglichen Zeitpunkt, Bewerbungsschluss: 03.12.2021)"
2021-11-12,"Veranstaltung: Konferenz  Fringe of the Fringe – Privilegien der Subkultur im Gedächtnis von Institutionen (Düsseldorf, 18.-20.11.2021)"
2021-11-12,"Veranstaltung: Workshop On Future Making – Undoing Predictive Algorithms          (Weimar, 09.-10.12.2021)"
2021-11-12,CfP: Hans Bausch Mediapreis des SWR (Einreichungen bis 31.12.2021)
2021-11-12,CfP: Sammelband Politiken des (Digitalen) Spiels (Einreichungen bis 10.01.2022)
2021-11-12,"CfP: Tagung (Er)Zeugnisse des Digitalen im Museum – Unsichtbares sichtbar machen (Bonn, 02.-03.05.22, Einreichungen bis 31.12.2021)"
2021-11-12,"Stellenausschreibung: Universitätsprofessur für Theorie und Ästhetik Digitaler Medien (Wien, Bewerbungsschluss: 12.01.2022)"
2021-11-19,"Stellenausschreibung: 10 Junior (postdoc) / Senior Fellowships Cultures of Research (Aachen, zum 01.10.2022, Bewerbungsschluss: 31.12.2021)"
2021-11-19,Stellenausschreibung: Zwei Postdoc Stellen Critical Environmental Data Studies
2021-11-19,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in (Tübingen, zum 01.02.2022, Bewerbungsschluss: 10.12.2021)"
2021-11-19,CfP: Edited volume The realities of autonomous weapons (Einreichungen bis 10.01.2022)
2021-11-19,CfP: Kwartalnik Filmowy [Film Quarterly]. (Einreichungen bis 09.01.2022)
2021-11-19,CfP: Open-Access-Journal kommunikation.medien (#14) (Einreichungen bis 17.12.2021)
2021-11-19,"Veranstaltung: Workshop Utopie Universität. Eine Ideensammlung (online, 04.12.2021)"
2021-11-19,"Veranstaltung: Konferenz Participation Week (online, 22.-26.11.2021)"
2021-11-19,"Veranstaltung: Workshop Performing Open Access  (online, 13.12.2021)"
2021-11-19,"CfP: Jahrestagung des DFG-Graduiertenkollegs: Das Dokumentarische Exzess und Entzug (Bochum, 05.-07.05.2022, Einreichungsfrist verlängert bis 30.11.2021)"
2021-11-19,"CfP: Sammelband Play(his)story: Gender, Queerness und Geschichte von, in und mit Digitalen Spielen (Einreichungen bis 15.01.2022)"
2021-11-26,"Stellenausschreibung: W3 Professur Kommunikationswissenschaft mit Schwerpunkt Soziale Kommunikation (Erfurt, zum nächstmöglichen Zeitpunkt, Bewerbungsschluss: 15.01.2022)"
2021-11-26,"Stellenausschreibung: Akademische Ratsstelle Kustod:in am Institut für Medienwissenschaft (Bochum, zum 01.04.2022, Bewerbungsschluss: 14.12.2021)"
2021-11-26,"Stellenausschreibung: Lehrkraft für besondere Aufgaben im Medienpraxis-Bereich Online-Medien (Bonn, zum 01.04.2022, Bewerbungsschluss: 31.12.2021)"
2021-11-26,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in kommunikations- und medienwissenschaftliche Nachhaltigkeitsforschung (Bremen, zum nächstmöglichen Zeitpunkt, Bewerbungsschluss: 03.12.2021)"
2021-11-26,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in Datenpraktiken (Bremen, zum nächstmöglichen Zeitpunkt, Bewerbungsschluss: 03.12.2021)"
2021-11-26,"Stellenausschreibung: Wissenschaftliche*r Mitarbeiter*in Medienpraktiken sozialer Bewegungen (Bremen, zum nächstmöglichen Zeitpunkt, Bewerbungsschluss: 03.12.2021)"
2021-11-26,"Veranstaltung: Tagung Digital Matters  (Siegen & Online, 01.12.-03.12.2021)"
2021-11-26,"Veranstaltung: Workshop Tribunal und Urteilskaft  (Bochum, 02.12.-03.12.2021)"
2021-11-26,"CfP: Tagung Die Fotografie und ihre Institutionen: Netzwerke, Sammlungen, Archive, Museen (Essen, 23.06-24.06.2022, Einreichungen bis 10.01.2022)"
2021-11-26,"CfP: Virtual Conference #IFM2022 (Online, 08.06-10.06.2022, Einreichungen bis 17.01.2022)"
2021-12-03,"CfP: Doc- und PostDoc- Kolloquium ,Jüdischer Film‘ (Online: 12.01.2022, Einreichun- gen bis 10.12.2021)"
2021-12-03,CfP: fzg 29|2023 Feminist Science Technology Studies treffen Postcolonial Studies (Einreichungen bis 31.03.2022)
2021-12-03,"Stellenausschreibung: Post-Doc-Stelle Digital Media and Methods (Siegen, zum 01.01.2022, Bewerbungsschluss: 29.12.2021)"
