Datum,Meldung
2016-08-19,"Stellenausschreibung: Professur (W3) für Medientheorie (Karlsruhe, zum 01.10.2017, Bewerbungsschluss: 30.09.2016)"
2016-08-19,"Stellenausschreibung: Professur (W3) für Kunstwissenschaft und Medientheorie (Karlsruhe, zum 01.04.2017, Bewerbungsschluss: 30.09.2016)"
2016-08-19,"CfP: Europa in den Medien - Medien in Europa (Kiel, 09.11.2016, Einreichung bis 01.10.2016)"
2016-08-19,"Veranstaltung: Farbe im Kopf - Von der Wahrnehmung zur Kunst (Tübingen, 21.-23.09.2016)"
2016-08-19,"Veranstaltung: Sounds of Cinema (Mannheim, 14.-16.10.2016)"
2016-08-19,"Stellenausschreibung: wiss. Hilfskraft (82h/Monat) (Marburg, zum 01.10.2016, Bewerbungsschluss: 31.08.2016)"
2016-08-26,CfP: Visual Fat Studies (Einreichung bis 20.10.2016)
2016-08-26,"CfP: Neue Forschungsgegenstände und Methoden? Wie Digitalität die Geisteswissenschaften verändert (Bayreuth, 16.-17.02.2017, Einreichung bis 03.10.2016)"
2016-08-26,"Veranstaltung: Mediævolution 2016: Transmedia Storytelling (Kiel, 10.-11.11.2016)"
2016-08-26,"Veranstaltung: Sommerakademie ""Situationen der Teilhabe"" (Konstanz, 12.-16.09.2016)"
2016-08-26,"Stellenausschreibung: Juniorprofessur für ""Kulturwissenschaftliche Filmforschung mit Schwerpunkt Gender"" (Berlin, ab sofort, Bewerbungsschluss: 21.09.2016)"
2016-08-26,"Stellenausschreibung: Gastprofessur Medientheorien (Linz, zum 01.10.2016, Bewerbungsschluss: 31.08.2016)"
2016-08-26,"Stellenausschreibung: Juniorprofessur (W1) ""Digitale Kommunikation"" (Mannheim, ab sofort, Bewerbungsschluss: 16.09.2016)"
2016-08-26,"Stellenausschreibung: wiss. Mitarbeiter/in (PostDoc, 100%) ""Das Wissen der Künste"" (Berlin, zum 01.12.2016, Bewerbungsschluss: 08.09.2016)"
2016-08-26,"Stellenausschreibung: 4x wiss. Mitarbeiter/in (Doktorand/in, 65%) ""Das Wissen der Künste"" (Berlin, zum 01.12.2016, Bewerbungsschluss: 08.09.2016)"
2016-08-26,"Stellenausschreibung: Universitätsprofessur für Medien- und Kommunikationswissenschaften (Klagenfurt, zum 01.02.2018, Bewerbungsschluss: 28.10.2016)"
2016-09-02,"Veranstaltung: Gründungsfeier ZeM (Potsdam, 28.09.2016)"
2016-09-02,"CfP: Feminism, Media and Care (Einreichung bis 01.11.2016)"
2016-09-02,CfP: Giallo all´italiana: the giallo and cinema in Italy (1910-1972) (Einreichung bis 30.09.2016)
2016-09-02,"CfP: Cultural Narratives, Processes and Strategies in Representations of Age and Aging (Graz, 27.-30.04.2017, Einreichung bis 10.09.2016)"
2016-09-02,"Stellenausschreibung: Reader / Professor of Media Discourse (Leicester, Bewerbungsschluss: 09.10.2016)"
2016-09-16,CfP: Public Service Radio (Einreichung bis 01.12.2016)
2016-09-16,CfP: And Now for Something Completely Different: Critical Approaches to Monty Python (Einreichung bis 20.10.2016)
2016-09-16,CfP: Star Wars and the History of Transmedia Storytelling (Einreichung bis 01.10.2016)
2016-09-16,"Veranstaltung: Zur Ästhetik des Gemachten in Animation und Comic (Hannover, 09.-11.11.2016)"
2016-09-16,"CfP: InSZENiErungen in Szenen (Berlin, 02.-03.03.2017, Einreichung bis 31.10.2016)"
2016-09-16,"CfP: Women’s Filmmaking and Feminist Criticism in the Digital Era (Prato, IT 03.-04.07.2017, Einreichung bis 31.10.2016)"
2016-09-16,Call for Proposals: Film- und medienwissenschaftliche Lehre an der Universität Wien (Einreichung bis 15.10.2016)
2016-09-16,"Stellenausschreibung: tenure-track Assistant Professor of Digital Media (Salt Lake City, UT, zum 01.07.2017)"
2016-09-16,"Stellenausschreibung: Akad. Rätin/Rat auf Zeit (Essen, zum 16.11.2016, Bewerbungsschluss: 06.10.2016)"
2016-09-16,"Stellenausschreibung: Assistant Professor, Digital Technologies (Mississauga, ON, zum 01.07.2017, Bewerbungsschluss: 03.10.2016)"
2016-09-16,"Stellenausschreibung: Assistant Professor – Critical Computation and New Media (Mississauga, ON, zum 01.07.2017, Bewerbungsschluss: 03.10.2016)"
2016-09-16,"Stellenausschreibung: Assistant/Associate Professor of Global Digital Media (Tenure Track) (Amherst, MA, zum 01.09.2017)"
2016-09-16,"Stellenausschreibung: Early Career Academic Fellowship (Leicester, Bewerbungsschluss: 25.09.2016)"
2016-09-16,"Stellenausschreibung: 0,5 Wiss. Mitarb, Lehrstuhl für digitale Medien (Witten/Herdecke, zum 02.11.2016, Bewerbungsschluss: 30.09.2016)"
2016-09-16,"Stellenausschreibung: Senior Lecturer in Communication, Media and Culture (Oxford Brookes, Bewerbungsschluss: 19.10.2016)"
2016-09-16,"Stellenausschreibung: Director, MA Program in Moving Image Archiving and Preservation (New York, Bewerbungsschluss: 14.10.2016)"
2016-09-16,"Stellenausschreibung: wiss. Mitarbeiter/in, Öffentlichkeitsarbeit (Weimar, zum 01.12.2016, Bewerbungsschluss: 15.10.2016)"
2016-09-16,"Stellenausschreibung: Akad. Mitarbeiter/in (TV-L E 13, 75%) (Tübingen, ab sofort, Bewerbungsschluss: 14.10.2016)"
2016-09-16,"Stellenausschreibung: Promotionsstelle (TV-L E13, 75%) „Privatheit und Digitalisierung“ (Passau, zum 15.11.2016, Bewerbungsschluss: 15.10.2016)"
2016-09-23,"Veranstaltung: Comics in der Schule (Essen, 16.-19.11.2016)"
2016-09-23,"Veranstaltung: Zeitregime und Geschichtswissenschaften (Bern, 14.10.2016)"
2016-09-23,"Stellenausschreibung: Lecturer in Media and Communications (London, Bewerbungsschluss: 14.10.2016)"
2016-09-23,"Stellenausschreibung: 2x Assistant Professor, Tulane University (New Orleans, LA, zum 01.08.2017)"
2016-09-23,"Stellenausschreibung: Head of Department for English and Media, Anglia Ruskin University (Cambridge, Bewerbungsschluss: 13.10.2016)"
2016-09-23,"Stellenausschreibung: Assistant Professor in Documentary Studies (San Francisco, CA, Bewerbungsschluss: 21.10.2016)"
2016-09-23,"Stellenausschreibung: Senior Lecturer/Programme Leader in Filmmaking (Manchester, Bewerbungsschluss: 30.09.2016)"
2016-09-23,"Veranstaltung: Spiele spielen (Mainz, 29.09.-01.10.2016)"
2016-09-23,"Stellenausschreibung: Assistant Professor, Feminist Studies in Culture and Media (Mississauga, ON, zum 01.07.2017, Bewerbungsschluss: 30.11.2016)"
2016-09-23,"CfP: Digitalisierung der Hochschulen (Hannover, 30.-31.03.2017, Einreichung bis 31.10.2016)"
2016-09-23,"Stellenausschreibung: W3-Professur Medienwissenschaft (Leipzig, zum 01.10.2017, Bewerbungsschluss: 04.11.2017)"
2016-09-23,"CfP: Macht, Souveränität, Herrschaft (Einreichung bis 15.11.2016)"
2016-09-23,"CfP: Möglichkeitsräume webbasierter (Um-)Welten (Chemnitz, 01.-03.12.2016, Einreichung bis 16.10.2016)"
2016-09-23,"Stellenausschreibung: Associate or Full Professor of Critical Media Practices (Boulder, CO)"
2016-09-23,"Veranstaltung: Gebrochene Sprache. Filmautoren und Schriftsteller des Exils (Hamburg, 24.-26.11.2016)"
2016-09-23,CfP: Schlechtes Gedächtnis? Kontrafaktische Darstellungen des Nationalsozialismus in alten und neuen Medien (Einreichung bis 15.10.2016)
2016-09-23,CfP: Flusser 2.0 – From the Print-Text to the Image-Flood (Einreichung bis 01.11.2016)
2016-09-23,CfP: Mise-en-scène: The Journal of Film & Visual Narration (Einreichung bis 01.12.2016)
2016-09-23,"CfP: Critical Theory in the Humanities: Resonances of the Work of Judith Butler (Amsterdam, 05.-07.04.2017, Einreichung bis 30.09.2016)"
2016-09-23,"CfP: Genre Studies Now (Bristol, 20.-21.04.2017, Einreichung bis 05.12.2016)"
2016-09-23,CfP: Postcolonial Perspectives in Game Studies (Einreichung bis 15.12.2016)
2016-10-07,"Stellenausschreibung: 4 Professorships, Einstein Center Digital Future/Universität der Künste (Berlin, Bewerbungsschluss: 13.10.2016)"
2016-10-07,"Stellenausschreibung: Research Associate At Postdoctoral Level “Digital Cultures Research Lab” (Lüneburg, ab sofort, Bewerbungsschluss: 31.10.2016)"
2016-10-07,"Stellenausschreibung: Koordinator_in/ Geschäftsführer_in am „Centre for Digital Cultures“ (CDC) (Lüneburg, ab sofort, Bewerbungsschluss: 31.10.2016)"
2016-10-07,"Stellenausschreibung: 2xAssistant Professor (New York City, Bewerbungsschluss: 10.10.2016)"
2016-10-07,"Call for Participation: Die Junge Akademie – Zuwahl 2017, Preisfrage 2017 (Einreichung bis 30.11.2016/15.01.2017)"
2016-10-07,"CfP: Screen Studies Conference (Glasgow, 23.-25.06.2017, Einreichung bis 15.01.2017)"
2016-10-07,"CfP: Transgressive Women in Global Speculative Fiction, Film, and Digital Media (Einreichung bis 31.12.2016)"
2016-10-07,"CfP: Media and History: Crime, Violence and Justice (Paris, 10.-13.07.2017, Einreichung bis 15.12.2016)"
2016-10-07,"Stellenausschreibung: Assistant Professor, Media Studies (Beirut, zum 15.08.2017)"
2016-10-07,"Stipendienausschreibung: Ein Promotionsstipendium am Brandenburgischen Zentrum für Medienwissenschaften (ZeM) (zum 01.01.2017, Bewerbungsschluss: 01.11.2016)"
2016-10-07,CfP: Ruin Porn: Essays on the Obsession with Decay (Einreichung bis 01.11.2016)
2016-10-07,"Veranstaltung: Heimat zwischen Kitsch und Utopie. Kulturwissenschaftliche Annäherungen an ein brisantes Forschungsfeld (Saarbrücken, 10.-12.11.2016)"
2016-10-07,"Veranstaltung: Vortragsreihe &quot;Medien|Denken&quot; (Bochum, ab 25.10.2016)"
2016-10-07,"Veranstaltung: Doing Face – Gesicht als Ereignis (Frankfurt, 06.-08.10.2016)"
2016-10-07,"Veranstaltung: Darüber hinaus…Populäre Musik und Überschreitung(en) (Graz, 20.-23.10.2016)"
2016-10-07,"Veranstaltung: Media Cities. Mapping Urbanity and Audiovisual Configurations (KwaZulu-Natal, 10.-12.10.2016)"
2016-10-07,"Veranstaltung: West-östliche Raumfigurationen (Tokyo, 15.10.2016)"
2016-10-07,"CfP: Psychische Apparate | Zeitschrift für Medienwissenschaft, Heft 17 (Einreichung bis 28.02.2017)"
2016-10-07,"CfP: „Perspektiven&quot;, MEDIENwissenschaft: Rezensionen | Reviews (Einreichung bis 01.11.2016)"
2016-10-07,"CfP: Zur Methode der ethnografischen Feldforschung (Innsbruck, 02.-04.02.2017, Einreichung bis 15.11.2016)"
2016-10-07,"CfP: Formen der Selbstreflexivität im Medium Comic (Köln, 02.-03.03.2017, Einreichung bis 08.01.2017)"
2016-10-07,"Veranstaltung: Vergegenwärtigungen. Aneignungen der Shoah in Kunst und Wissenschaft (Hamburg, ab 26.10.2016)"
2016-10-14,"Stellenausschreibung: Universitätsprofessur (W 3) für Musikwissenschaft (Paderborn, zum 01.03.2018, Bewerbungsschluss: 10.11.2016)"
2016-10-14,"Stellenausschreibung: Professur (W3) Digitale Medien (Technologien des Publizierens inklusive Content-Management) (Wuppertal, zum 01.04.2017, Bewerbungsschluss: 10.11.2016)"
2016-10-14,"Stellenausschreibung: Assistant Professor (Tenure Track) of Film, Video, and Media Studies (Bridgewater, MA)"
2016-10-14,"Stellenausschreibung: Akademische/n Mitarbeiter/in (50%) (Pforzheim, ab sofort, Bewerbungsschluss: 08.11.2016)"
2016-10-14,"Stellenausschreibung: 2x wissenschaftliche/r Mitarbeiter/in (50%) (Flensburg, ab sofort/zum 01.02.2017, Bewerbungsschluss: 10.11.2016)"
2016-10-14,"Stellenausschreibung: Assistant Professor, New Communication Technologies (Ghent, zum 01.02.2017, Bewerbungsschluss: 29.10.2016)"
2016-10-14,Best Gender Publication Award 2016 für Nadine Dannenberg und lobende Erwähnung für Lena Eckert und Silke Martin
2016-10-14,Karsten Witte-Preis der AG Filmwissenschaft 2016 für Matthias Wittmann und lobende Erwähnung für Tobias Ebbrecht-Hartmann und Guido Kirsten
2016-10-14,"Stellenausschreibung: PhD Scholarship, &quot;Images of Conflict, Conflicting Images&quot; (Kopenhagen, zum 01.02.2017, Bewerbungsschluss: 16.11.2016)"
2016-10-14,"Stellenausschreibung: PostDoc: Information visualization (Louvain, zum 01.09.2017, Bewerbungsschluss: 15.11.2016)"
2016-10-14,"Veranstaltung: Communicative Figurations (Bremen, 07.-09.12.2016)"
2016-10-14,"Veranstaltung: Habil.kolloquium Medienkulturwissenschaft (Düsseldorf, ab 08.11.2016)"
2016-10-14,"Veranstaltung: Winterschool ‚Schulische Medienbildung – Schule kollaborativ gestalten‘ (Flensburg, 24.-25.11.2016)"
2016-10-14,"Veranstaltung: Medienpraktiken in kooperativen Situationen: Ordnungen, Brüche, Skalierungen (Siegen, 05.-06.12.2016)"
2016-10-14,"Veranstaltung: Collecting, Sorting, Ordering. Practices of Listing in Popular Culture (Siegen, 27.-28.10.2016)"
2016-10-14,"Veranstaltung: Image under Construction. Revolution of Forms in Iranian Cinema before and after 1979 (Basel, 02.-05.11.2016)"
2016-10-14,"Veranstaltung: Lübeck Film Studies Colloquium (Lübeck, 04.-05.11.2016)"
2016-10-14,"CfP: 4. Jahrestagung der AG Auditive Kultur und Sound Studies der GfM (Tübingen, 20.-21.01.2017, Einreichung bis 27.11.2016)"
2016-10-14,"Veranstaltung: Radio Space is the Place (Halle, 27.-28.10.2016)"
2016-10-14,"CfP: Organization in the Age of Digital Reproduction (Kopenhagen, 06.-08.07.2017, Einreichung bis 09.01.2017)"
2016-10-14,"Stellenausschreibung: Professur (W3) Digital Humanities (Wuppertal, zum 01.04.2017, Bewerbungsschluss: 10.11.2016)"
2016-10-14,"Stellenausschreibung: Professur (W2) Kommunikations- und Medienwissenschaft mit dem Schwerpunkt Methodeninnovation (Bremen, ab sofort, Bewerbungsschluss: 09.11.2016)"
2016-10-14,Call for Participation: &quot;Filmerbe in Gefahr&quot;: Aufruf an die Abgeordneten des Bundestags
2016-10-14,"CfP: International Workshop on Digital Humanities and Digital Curation (Göttingen, 22.11.2016, Einreichung bis 03.11.2016)"
2016-10-14,"CfP: Medienphilosophie globalisierter Kompositkulturen (Hamburg, 29.-30.06.2017, Einreichung bis 31.12.2016)"
2016-10-14,CfP: Journal of Computer Games and Communication (Einreichung bis 28.12.2016)
2016-10-14,"CfP: Tracing entanglements in media history (Lund, 17.-19.05.2017, Einreichung bis 01.12.2016)"
2016-10-14,"CfP: Imagined Forms: Modeling and Material Culture (Delaware, 17.-18.11.2017, Einreichung bis 15.02.1017)"
2016-10-14,"CfP: From “Direct” to Digital: Archaeology and New Perspectives for Lightweight Cinema Practices in the World (Lausanne, 03.-05.05.2017, Einreichung bis 29.11.2016)"
2016-10-14,CfP: Raumsemiotik: Räume – Grenzen – Identitäten (Einreichung bis 15.11.2016)
2016-10-14,CfP: Semiotik und Arbeitswelt (Einreichung bis 31.10.2016)
2016-10-14,"CfP: 3rd Bremen Conference on Multimodality (Bremen, 20.-22.09.2017, Einreichung bis 05.12.2016)"
2016-10-14,"CfP: Geisteswissenschaften [frage-zeichen] (Hamburg, 13.01.2017, Einreichung bis 13.11.2016)"
2016-10-14,"CfP: Digital Humanities 2017: Access / Accès / Zugang (Montréal, 08.-11.08.2017, Einreichung bis 01.11.2016)"
2016-10-21,"Stellenausschreibung: Assistant Professor, Critical Digital Media Production (Montréal, QB, zum 01.07.2017, Bewerbungsschluss: 12.12.2016)"
2016-10-21,"Veranstaltung: Gewalt im Bild. Ein interdisziplinärer Diskurs (Bielefeld, ab 19.10.2016)"
2016-10-21,"Veranstaltung: Tacit Futures (Berlin, 27.-29.10.2016)"
2016-10-21,"Veranstaltung: In/Visible City. Infrastrukturen und Mediatisierung der Stadt im historischen Wandel (Weimar, 10.-12.11.2016)"
2016-10-21,"Veranstaltung: Smart as Photography – Die Wucht des Wandels (Mannheim, 03.-05.11.2016)"
2016-10-21,"Veranstaltung: Spielzeichen II – Raumspiele/Spielräume (Passau, 09.-11.12.2016)"
2016-10-21,"CfP: Fernsehserien in der Romania  (Zürich, 08.-12.10.2017, Einreichung bis 15.12.2016)"
2016-10-21,"CfP: Playful Meaning - Close Reading-Strategien in den Game Studies (Kiel, 03.-04.-03.2017, Einreichung bis 06.02.2017)"
2016-10-21,"Stipendienausschreibung: 3x Funded PhD studentships (Montreal, Reading, Malmö)"
2016-10-21,"Stipendienausschreibung: PhD Studentships in Film and TV Studies (Glasgow, Bewerbungsschluss: 15.12.2016)"
2016-10-21,"Stellenausschreibung: Assistant Professor of Media Studies (Norfolk, VA, zum 25.07.2017)"
2016-10-21,"Stellenausschreibung: 0,75 wiss. Mitarbeiter/in &quot;Media and Public Spheres&quot; (Göttingen, zum 15.01.2017, Bewerbungsschluss: 07.11.2016)"
2016-10-21,CfP: Ripoff or Resourceful Creativity? (Einreichung bis 21.11.2016)
2016-10-21,CfP: Cinematic Bodies (Einreichung bis 01.03.2017)
2016-10-21,"CfP: Media and Fear (Lund, 16.03.2017, Einreichung bis 12.12.2016)"
2016-10-21,"CfP: No Turning Back. Re-Thinking the Postmodern (Gorizia, 29.03.-01.04.2017, Einreichung bis 11.12.2016)"
2016-10-21,CfP: Recent Quality Film and the Future of the Republic of Europe (Einreichung bis 30.12.2016)
2016-10-21,"CfP: Poetics and Politics of Documentary (Sussex, 02.-04.06.2017, Einreichung bis 06.01.2017)"
2016-10-21,"Veranstaltung: The Real of Reality (Karlsruhe, 02.-06.11.2016)"
2016-10-21,"Stipendienausschreibung: Finanzierte Promotionsstudiengänge (Durham, NC, zum 01.08.2017, Bewerbungsschluss: 15.12.2016)"
2016-10-28,"Stipendienausschreibung: MA- und PhD-Stipendien am Department of German Studies (Cincinnati, OH, zum 01.08.2017, Bewerbungsschluss: 15.01.2017)"
2016-10-28,"Stellenausschreibung: Assistant Professor of Cinema Studies (Purchase, NY, Bewerbungsschluss: 01.12.2016)"
2016-10-28,"Veranstaltung: Ringvorlesung „Medienanthropologie“ (Weimar, ab 03.11.2016)"
2016-10-28,"Veranstaltung: Ultrakurz. Neue Formate, neue Ästhetik, neue Gebrauchsweisen digitaler Medien (Luzern, 18.-19.11.2016)"
2016-10-28,"Veranstaltung: Wartung und Erwartung: Wahrnehmungen des Films / Wendungen zu Kracauer (Wien, 11.-12.11.2016)"
2016-10-28,"Veranstaltung: Grundlagen der Digitalisierung (Siegen, 10.-11.11.2016)"
2016-10-28,"Veranstaltung: Things that Move Us: Affect and Authority (Düsseldorf, ab 16.11.2016)"
2016-10-28,"Stellenausschreibung: Assistant professor in Digital Humanities and Media Studies (Amsterdam, Bewerbungsschluss: 10.11.2016)"
2016-10-28,CfP: Relationen. Essays zur Gegenwart (Einreichung bis 10.01.2017)
2016-10-28,"CfP: Täuschend echt. Falschmeldungen und Fakes, 1835-1938 (Köln, 21.-23.09.2017, Einreichung bis 25.11.2016)"
2016-10-28,CfP: Documenting the Visual Arts (Einreichung bis 01.11.2016)
2016-10-28,"Veranstaltung: Digital <Dis>Orders (Frankfurt a.M., 17.-19.11.2016)"
2016-10-28,"CfP: #CinemaIsDead – New Ways of Showing, Watching and Telling. (Cork, 18.-19.05.2017, Einreichung bis 02.12.2016)"
2016-10-28,"Call for Participation: 3 Positionen zur Assoziation, Graduiertenkolleg «Kulturen der Kritik» (Lüneburg, Einreichung bis 12.12.2016)"
2016-10-28,"Stellenausschreibung: Programm zur Förderung der Rückkehr des hochqualifizierten Forschungsnachwuchses aus dem Ausland (NRW, Bewerbungsschluss: 04.12.2016)"
2016-10-28,"Stellenausschreibung: Professorship in Media Studies (Aarhus, zum 01.04.2017, Bewerbungsschluss: 15.11.2016)"
2016-10-28,"Stipendienausschreibung: ZeM-Finishing Grants (12 Monate) (Brandenburg, zum 01.03.2017, Bewerbungsschluss: 15.12.2016)"
2016-10-28,"CfP: Framing, Reframing: Visual Sociology, Goffman and the Everyday (Montreal, QB, 19.-22.06.2017, Einreichung bis 22.12.2016)"
2016-11-04,"Stipendienausschreibung: PhD Funding in Film and Media (Kent, Bewerbungsschluss: 11.01.2017)"
2016-11-04,"Stellenausschreibung: Visiting Researcher (12 month) (Genf, zum 01.01.2017, Bewerbungsschluss: 20.11.2016)"
2016-11-04,"Stellenausschreibung: Assistant Professor, Media Studies (South Bend, IN, zum 01.08.2017)"
2016-11-04,"Stellenausschreibung: W2-Professur Mediensoziologie (Gießen, ab sofort, Bewerbungsschluss: 02.12.2016)"
2016-11-04,"Stellenausschreibung: 65%-Doktorand_innen-Stelle (E-13) (Frankfurt/Main, zum 01.02.2017, Bewerbungsschluss: 09.12.2016)"
2016-11-04,CfP: European Film and Television: Crisis Narratives and Narratives in Crisis (Einreichung bis 30.11.2016)
2016-11-04,"CfP: Social media, politics and democracy (Einreichung bis 01.12.2016)"
2016-11-04,"Veranstaltung: Things in Themselves. Metaphysics and Realism Today (Paris, 16.-19.11.2016)"
2016-11-04,"Veranstaltung: Echtzeit im Film: Konzepte, Wirkungsweisen, Interrelationen. (Münster, 10.-11.11.2016)"
2016-11-04,"Veranstaltung: Praktiken medialer Transformationen: Übertragungen in und aus dem digitalen Raum (Hamburg, 09.-10.12.2016)"
2016-11-04,"CfP: A Golden Age for Queer Sexual Politics? Lesbian and Gay Literature and Film in 1970s (Berlin, 21.-22.07.2017, Einreichung bis 30.12.2016)"
2016-11-04,"CfP: Poland&#39;s Wars of Symbols (Bremen, 15.-16.05.2017, Einreichung bis 01.12.2016)"
2016-11-04,"CfP: British Cinema in the 1960s: Histories and Legacies (London, 06.-07.09.2017, Einreichung bis 01.03.2017)"
2016-11-11,"ZfM: Neue Blogbeiträge – Rahmenvertrag VG Wort, Zur Lage in der Türkei"
2016-11-11,"Veranstaltung: Immersion – Transition – Figuration. Die neuen Grenzen des Ich (Köln, 01.-02.12.2016)"
2016-11-11,"CfP: Screenwriting: Fact and Fiction, Truth and the Real (Dunedin, NZ, 28.-31.08.2017, Einreichung bis 22.11.2016)"
2016-11-11,"CfP: Operative Images (Berlin, 01.-03.03.2017, Einreichung bis 02.01.2017)"
2016-11-11,"CfP: Terror on Tour. Borders, Detours & Contingencies (Innsbruck, 29.-31.03.2017, Einreichung bis 30.11.2016)"
2016-11-11,CfP: Schule neu denken und medial gestalten (Einreichung bis 12.12.2016)
2016-11-11,"CfP: Spaces of the In-Between (Karlstad, SWE 09.-12.05.2017, Einreichung bis 09.12.2016)"
2016-11-11,"CfP: Power, Freedom, and Control in Gaming (Einreichung bis 15.01.2017)"
2016-11-11,"CfP: Music across Media: Functions, Convergence, Meaning (Warschau, 20.-23.04.2017, Einreichung bis 31.01.2017)"
2016-11-11,"Veranstaltung: The Politics of Form: What Does Art Know about Society? (Berlin, 17.-19.11.2016)"
2016-11-11,"Veranstaltung: Experiences, Emotions, Episodes. Contemporary Positions in Film  Phenomenology (Groningen, 09.12.2016)"
2016-11-11,CfP: Die Konstitution der Medienpädagogik (Einreichung bis 15.01.2017)
2016-11-11,Veranstaltung: Schnell wie der Witz. Die Filme von Ernst Lubitsch (Frankfurt/Main ab 17.11.2016)
2016-11-11,"Veranstaltung: Ringvorlesung Offenheit und Teilhabe (Siegen, ab 02.11.2016)"
2016-11-11,"Stellenausschreibung: Professur (W1) für digitale und visuelle Geschichte (Gießen, zum 01.04.2017, Bewerbungsschluss: 25.11.2016)"
2016-11-11,"Stipendienausschreibung: AHRC Scholarships/PhD Study in Film (Southampton, Bewerbungsschluss: 12.01.2017)"
2016-11-11,"Stipendienausschreibung: AHRC-Funded Doctoral Studentships (Leicester, Bewerbungsschluss: 16.01.2017)"
2016-11-11,"Veranstaltung: Affektivität und Animalität – phänomenologische Grenzverschiebungen (Freiburg, 17.-19.11.2016)"
2016-11-18,"Veranstaltung: Dokumentarische Medienpraktiken der Digitalkultur (Bochum, 24.11.2016)"
2016-11-18,CfP: New Historiographies of Documentary Cinema (Einreichung bis 31.12.2016)
2016-11-18,CfP: Re-Animation. Contemporary Animation between Cinema and New Media (Einreichung bis 08.01.2017)
2016-11-18,"CfP: 4. Jahrestagung der AG Auditive Kultur und Sound Studies der GfM (Tübingen, 20.-21.01.2017, Einreichung bis 27.11.2016)"
2016-11-18,"CfP: CO:OPyright: Challenges and Practices of Copyright and Licensing of Digital Cultural Heritage (Graz, 12.-13.04.2017, Einreichung bis 09.01.2017)"
2016-11-18,"Call for Participation: Lehrauftrag im Fach Medienpraxis/Dramaturgie (Leipzig, Bewerbungsschluss: 20.12.2016)"
2016-11-18,"Stellenausschreibung: Promotionsstelle (65%) Das Reale in der Kultur der Moderne (Konstanz, zum 01.04.2017, Bewerbungsschluss: 08.01.2017)"
2016-11-18,"Stipendienausschreibung: Ph.D Studentships in Film & Visual Culture (Aberdeen, Bewerbungsschluss: 16.12.2016)"
2016-11-18,"Stellenausschreibung: 1 Promotionsstelle (TV-L 13, 65%) Das Dokumentarische (Bochum, zum 01.03.2017, Bewerbungsschluss: 18.12.2016)"
2016-11-18,"Veranstaltung: Dance Future II: Claiming Contemporaneity (Hamburg, 26.-29.01.2017)"
2016-11-18,"Stellenausschreibung: Lecturer (Education) in Digital Media (Belfast, Bewerbungschluss: 06.01.2016)"
2016-11-18,"Stellenausschreibung: Senior Lecturer in Digital Media (Portsmouth, Bewerbungsschluss: 24.11.2016)"
2016-11-18,"Veranstaltung: Figurations of Solidarity. Movements of the Political in Minor Cinema (Wien, 08.-10.12.2016)"
2016-11-18,"Stellenausschreibung: Wissenschaftliche/-n Mitarbeiter/-in (9Monate) (Berlin, zum 01.02.2017, Bewerbungsschluss: 22.11.2016)"
2016-11-18,"Stellenausschreibung: Lecturer and Tutor (wissenschaftliche/r Mitarbeiter/in, 60%) (Lüneburg, ab sofort, Bewerbungsschluss: 30.11.2016)"
2016-11-18,"Stellenausschreibung: Professur für AV-Journalismus im Web (50 %) (Köln, ab sofort, Bewerbungsschluss: 22.12.2016)"
2016-11-25,CfP: Spatial Bricolage: Methodological Eclecticism and the Poetics of ‚Making Do‘ (Einreichung bis 01.07.2017)
2016-11-25,"CfP: A Million Pictures: History, Archiving, and Creative Re-use of Educational Magic Lantern Slides (Utrecht, 29.08.-01.09.2017, Einreichung bis 31.01.2017)"
2016-11-25,"CfP: Sensibility and the Senses: Media, Bodies, Practices – NECS 2017 (Paris, 29.06.-01.07.2017, Einreichung bis 31.01.2017)"
2016-11-25,"CfP: Reframing the Archive: The Reuse of Film and Photographic Images in Postcolonial Southeast Asia (London, 01.06.2017, Einreichung bis 31.01.2017)"
2016-11-25,"Stellenausschreibung: Postdoc-Stelle, ‘Faktuales und fiktionales Erzählen’ (Freiburg, zum 01.04.2017, Bewerbungsschluss: 09.01.2017)"
2016-11-25,"Stellenausschreibung: wiss. Koordinationsstelle, Faktuales und fiktionales Erzählen (Freiburg, zum 01.04.2017, Bewerbungsschluss: 09.01.2017)"
2016-11-25,"Stellenausschreibung: Verwaltungsleiter/in Arsenal – Institut für Film und Videokunst  (Berlin, zum 01.02.2017, Bewerbungsschluss: 01.12.2016)"
2016-11-25,"Stellenausschreibung: Sammlungsreferent/in Museum für Kommunikation (Frankfurt/Main, ab sofort, Bewerbungsschluss: 04.12.2016)"
2016-11-25,"Stellenausschreibung: Wissenschaftliche/r Mitarbeiter/in „E-learning/digitale Medien“ (Bielefeld, Bewerbungsschluss: 27.11.2016)"
2016-11-25,"Stellenausschreibung: Universitätsassistent/in (&quot;prae doc&quot;) (Wien, zum 01.01.2017, Bewerbungsschluss: 13.12.2016)"
2016-11-25,"Stellenausschreibung: Research Associate, Cultural and Media Economies (Leicester, Bewerbungsschluss: 30.11.2016)"
2016-11-25,"Stellenausschreibung: 5 Promotionsstellen (65%) „Faktuales und fiktionales Erzählen“ (Freiburg, zum 01.04.2017, Bewerbungsschluss: 09.01.2017)"
2016-11-25,"CfP: Wirklichkeiten und Weltenbauen (Wien, 20.-23.09.2017, Einreichung bis 31.01.2017)"
